RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
6274,b'MTU1NzY5MzU=',b'QW1wdA==',743,Spain,b'TWFsZQ==',43,2,161807.18,2,0,1,93228.86,1
6275,b'MTU2NjEyNzU=',b'V3lubg==',532,Germany,b'TWFsZQ==',52,3,110791.97,1,1,0,148704.77,1
6276,b'MTU4MTQ5NDA=',b'TGF3cmVuY2U=',642,Spain,b'RmVtYWxl',33,9,0.0,2,1,1,150475.14,0
6277,b'MTU3Njg0NzE=',b'V2FnbmVy',554,Germany,b'RmVtYWxl',54,6,108755.0,1,1,0,40914.32,1
6278,b'MTU2OTczOTE=',b'QXJneWxl',604,Spain,b'RmVtYWxl',34,3,0.0,2,1,0,38587.7,0
6279,b'MTU3OTMzNDY=',b'T2ZvZGlsZQ==',602,France,b'RmVtYWxl',72,3,0.0,2,1,1,171260.66,0
6280,b'MTU2MDgzMzg=',b'Q2hpZW1lbmFt',757,Spain,b'RmVtYWxl',55,9,117294.12,4,1,0,94187.47,1
6281,b'MTU1Nzg1NDY=',b'QWtvYnVuZHU=',491,Germany,b'TWFsZQ==',26,4,102251.14,1,1,1,145900.89,0
6282,b'MTU2NTY5MjE=',b'TG9ja2U=',850,France,b'TWFsZQ==',31,4,0.0,2,0,0,152298.28,0
6283,b'MTU3NjEzNDA=',b'QnVsbGVu',521,France,b'TWFsZQ==',22,5,0.0,2,1,1,99828.45,0
6284,b'MTU1OTExMzU=',b'Rm9yc3Rlcg==',726,France,b'TWFsZQ==',37,2,132057.92,2,1,0,34743.98,0
6285,b'MTU2MjMyMTk=',b'U21pdGg=',596,France,b'TWFsZQ==',33,8,0.0,1,1,0,121189.3,1
6286,b'MTU2NTUyMjk=',b'Q3JhaWc=',850,Germany,b'RmVtYWxl',35,7,114285.2,1,0,1,129660.59,0
6287,b'MTU4MDU4ODQ=',b'QXJjaGVy',637,France,b'RmVtYWxl',41,9,0.0,2,1,0,145477.36,0
6288,b'MTU2NjgyODk=',b'TWNXaWxsaWFtcw==',690,Spain,b'TWFsZQ==',32,2,76087.98,1,0,1,151822.66,0
6289,b'MTU1Njg1NjI=',b'TW9zcw==',689,France,b'TWFsZQ==',40,8,160272.27,1,1,0,49656.24,0
6290,b'MTU3NzMyNzY=',b'VG93bnNlbmQ=',633,Spain,b'TWFsZQ==',63,4,114552.6,1,1,0,73856.28,1
6291,b'MTU2MjI4MDE=',b'QnJvd24=',555,France,b'RmVtYWxl',27,8,102000.17,1,1,1,116757.0,0
6292,b'MTU3Nzk4ODY=',b'TXVuc29u',563,Spain,b'TWFsZQ==',24,7,0.0,2,0,0,16319.56,0
6293,b'MTU3MTM2NzM=',b'VCdpZW4=',494,France,b'RmVtYWxl',33,1,137853.0,1,0,1,90273.85,0
6294,b'MTU3ODMwODM=',b'U2h1Ymlu',534,France,b'TWFsZQ==',27,9,0.0,2,1,0,161344.13,0
6295,b'MTU3NDI4MjQ=',b'SXNheWV2YQ==',696,Germany,b'TWFsZQ==',42,7,162318.61,1,1,0,121061.89,0
6296,b'MTU2MjE1NTA=',b'SHVuZw==',535,Spain,b'RmVtYWxl',50,1,140292.58,3,0,0,69531.22,1
6297,b'MTU3OTk0ODA=',b'V2ViYg==',600,France,b'TWFsZQ==',34,0,0.0,2,0,1,3756.23,0
6298,b'MTU2MjUyNDc=',b'U2NvdHQ=',807,France,b'RmVtYWxl',34,1,0.0,1,0,0,114448.13,0
6299,b'MTU3NTUyNDE=',b'UmFobWFu',714,France,b'RmVtYWxl',52,2,0.0,1,0,1,144045.08,1
6300,b'MTU1NzU2Nzk=',b'TG9yaQ==',590,France,b'TWFsZQ==',24,7,126431.54,1,1,0,58781.11,0
6301,b'MTU2NjgyMzU=',b'Q29va2U=',614,France,b'RmVtYWxl',41,3,123475.04,1,1,1,179227.52,0
6302,b'MTU2ODMxODM=',b'Vm9sa292YQ==',766,Germany,b'RmVtYWxl',45,6,97652.96,1,1,0,127332.33,0
6303,b'MTU2ODQ1OTI=',b'TGFtYg==',557,Spain,b'TWFsZQ==',42,4,0.0,2,0,1,86642.38,0
6304,b'MTU1OTExNjk=',b'SGF3ZXM=',788,Germany,b'RmVtYWxl',49,4,137455.99,1,1,0,184178.29,1
6305,b'MTU2NTM0NTU=',b'U21pdGg=',648,France,b'RmVtYWxl',38,2,0.0,2,0,1,9551.49,0
6306,b'MTU3MzI1NjM=',b'U3dhbnRvbg==',726,Germany,b'RmVtYWxl',33,7,99046.31,2,1,1,56053.06,0
6307,b'MTU2NTY0NzE=',b'TWl0Y2hlbGw=',773,France,b'TWFsZQ==',33,9,0.0,2,1,1,1118.31,0
6308,b'MTU1OTg1MTA=',b'Q29sb21ibw==',583,Germany,b'TWFsZQ==',27,4,105907.42,2,1,1,195732.04,0
6309,b'MTU3NjY0Mjc=',b'U2hhdw==',565,Germany,b'TWFsZQ==',52,5,97720.35,2,1,0,175070.94,1
6310,b'MTU3ODUzNDI=',b'U2hpcHA=',705,France,b'TWFsZQ==',25,9,0.0,2,0,1,112331.19,0
6311,b'MTU2NDE1OTU=',b'Sm9uYXRoYW4=',685,Spain,b'TWFsZQ==',43,4,97392.18,2,1,0,43956.83,0
6312,b'MTU3OTg0Mjk=',b'SGVybmFuZGV6',741,France,b'TWFsZQ==',29,8,0.0,2,1,1,115994.52,0
6313,b'MTU2NDgxMzY=',b'R3JlZW4=',658,Germany,b'RmVtYWxl',28,9,152812.58,1,1,0,166682.57,0
6314,b'MTU4MTI0ODI=',b'WW91bmc=',575,France,b'TWFsZQ==',27,3,139301.68,1,1,0,99843.98,0
6315,b'MTU3OTA4MTA=',b'SGFu',844,France,b'RmVtYWxl',41,10,76319.64,1,1,1,141175.18,1
6316,b'MTU2ODc0MjE=',b'SGlnaGxhbmQ=',559,Spain,b'TWFsZQ==',67,9,125919.35,1,1,0,175910.95,1
6317,b'MTU3NjU2NDM=',b'SGFtaWx0b24=',725,France,b'TWFsZQ==',37,6,124348.38,2,0,1,176984.34,0
6318,b'MTU2NTQ4Nzg=',b'WW9iYW5uYQ==',450,France,b'TWFsZQ==',29,7,117199.8,1,1,1,43480.63,0
6319,b'MTU2ODY4MzU=',b'Q3Jhd2ZvcmQ=',738,Germany,b'RmVtYWxl',57,9,148384.64,1,0,0,155047.11,1
6320,b'MTU3NjgzNDA=',b'QmVhdmVycw==',642,Germany,b'RmVtYWxl',19,3,113905.48,1,1,1,176137.2,0
6321,b'MTU2NzM1OTk=',b'V2lsbGlhbXNvbg==',618,Spain,b'TWFsZQ==',32,5,133476.09,1,0,1,154843.4,0
6322,b'MTU2ODkwOTY=',b'QmVuZXZlbnRp',590,France,b'TWFsZQ==',47,0,117879.32,1,1,1,8214.46,0
6323,b'MTU2ODQyOTQ=',b'Q2hpZHVtYWdh',735,France,b'TWFsZQ==',50,2,0.0,2,0,1,147075.69,0
6324,b'MTU2MTU4Mjg=',b'TWl0Y2hlbGw=',550,France,b'TWFsZQ==',34,8,122359.5,1,0,0,116495.55,0
6325,b'MTU3NDYwMTI=',b'Q2hpYnVnbw==',729,Spain,b'RmVtYWxl',28,0,0.0,2,1,1,31165.06,1
6326,b'MTU2MTU3OTc=',b'SHlkZQ==',743,Germany,b'TWFsZQ==',59,5,108585.35,1,1,1,192127.22,1
6327,b'MTU3ODg0OTQ=',b'QWxla3NlZXZh',555,France,b'TWFsZQ==',31,8,145875.74,1,1,0,137491.23,0
6328,b'MTU3OTM4NTY=',b'QWJkdWxvdg==',667,Spain,b'RmVtYWxl',36,3,121542.57,2,1,1,186841.71,0
6329,b'MTU2Mjk1NDU=',b'QnVja2xleQ==',790,Spain,b'RmVtYWxl',41,7,109508.68,1,0,0,86776.38,0
6330,b'MTU2NjExOTg=',b'SG93YXJk',727,Germany,b'TWFsZQ==',34,2,146407.11,1,1,1,72073.72,0
6331,b'MTU3MTUxMTc=',b'UGVlbA==',744,France,b'RmVtYWxl',39,6,0.0,1,0,0,10662.58,0
6332,b'MTU3MDEwNzQ=',b'SGVyeg==',629,Germany,b'TWFsZQ==',35,8,112330.83,1,1,1,91001.02,0
6333,b'MTU3OTMwNDY=',b'SG9sZGVu',619,France,b'RmVtYWxl',35,4,90413.12,1,1,1,20555.21,0
6334,b'MTU2MjM3NDQ=',b'TWNMZWFu',634,France,b'TWFsZQ==',34,8,105302.66,1,1,1,123164.97,0
6335,b'MTU2MTEzMjk=',b'RmluZGxheQ==',608,Spain,b'RmVtYWxl',35,6,0.0,2,1,1,143463.28,0
6336,b'MTU3NDA0Mjg=',b'V3lhdHQ=',507,France,b'RmVtYWxl',35,1,0.0,2,0,0,92131.54,0
6337,b'MTU3ODE1MzQ=',b'UmFwdWx1b2xpc2E=',536,Germany,b'RmVtYWxl',35,4,121520.36,1,0,0,77178.42,0
6338,b'MTU2MTgyNDM=',b'QnVja2xhbmQ=',730,Spain,b'RmVtYWxl',43,1,103960.38,1,1,1,193650.16,0
6339,b'MTU3ODQxNjE=',b'SGFyZ3JlYXZlcw==',583,Germany,b'TWFsZQ==',39,8,102945.01,1,0,0,52861.89,0
6340,b'MTU3MDAzMjU=',b'T255ZW9ydXJ1',644,France,b'RmVtYWxl',24,8,92760.55,1,1,0,35896.75,0
6341,b'MTU2NTkwNjQ=',b'U2FsYXM=',790,Spain,b'TWFsZQ==',37,8,0.0,2,1,1,149418.41,0
6342,b'MTU2NTgzNjQ=',b'TGFuZXk=',807,Germany,b'RmVtYWxl',40,1,134590.21,1,1,1,46253.65,0
6343,b'MTU3MDQzNDA=',b'RnU=',581,France,b'RmVtYWxl',37,10,104255.03,1,1,0,86609.37,0
6344,b'MTU3OTM0NTU=',b'VGllbg==',627,Spain,b'RmVtYWxl',55,6,0.0,1,0,0,91943.94,1
6345,b'MTU1Nzk3Nzc=',b'U2F6b25vdmE=',850,France,b'TWFsZQ==',41,3,0.0,2,1,0,128892.36,0
6346,b'MTU2MzIzNDU=',b'VHVhbg==',754,France,b'RmVtYWxl',35,4,0.0,2,1,0,44830.71,0
6347,b'MTU4MTQ0Njg=',b'V2Vp',551,Germany,b'TWFsZQ==',50,1,121399.98,1,0,1,84508.44,1
6348,b'MTU3NTQ4MjA=',b'QmVyZ2FtYXNjaGk=',637,Germany,b'TWFsZQ==',35,8,147127.81,2,1,1,84760.7,0
6349,b'MTU3MDc1MDU=',b'VGF5bG9y',699,Spain,b'TWFsZQ==',31,8,125927.51,2,1,0,147661.47,0
6350,b'MTU2OTk1MDc=',b'TWVzc2Vyc21pdGg=',542,France,b'RmVtYWxl',25,7,0.0,2,0,1,82393.08,0
6351,b'MTU3OTk2MDA=',b'Q29sZXM=',640,Germany,b'TWFsZQ==',48,1,111599.32,1,0,1,135995.58,0
6352,b'MTU3OTQ0NzI=',b'QnJvb2tlcw==',553,France,b'RmVtYWxl',27,3,0.0,2,0,0,159800.16,0
6353,b'MTU2NDY2MzI=',b'UmVpZA==',741,France,b'TWFsZQ==',38,9,0.0,2,1,0,14379.01,0
6354,b'MTU2NzYzNTM=',b'RXRoZXJpZGdl',598,France,b'TWFsZQ==',35,8,114212.6,1,1,1,74322.85,0
6355,b'MTU1NjYzMTI=',b'Sm9sbHk=',660,Spain,b'RmVtYWxl',42,5,0.0,3,1,1,189016.24,1
6356,b'MTU1NzA0MTQ=',b'Q2hpem9iYQ==',618,Spain,b'TWFsZQ==',41,4,115251.64,1,0,0,136435.75,0
6357,b'MTU3NzY3NDM=',b'RWJlcmVnYnVsYW0=',647,France,b'TWFsZQ==',43,9,0.0,2,1,1,78488.39,0
6358,b'MTU2NzQ2Mzc=',b'UGFnbm90dG8=',491,France,b'RmVtYWxl',68,3,107571.61,1,0,1,113695.99,0
6359,b'MTU3MzA0MTg=',b'THVjY2hlc2k=',652,France,b'RmVtYWxl',32,2,0.0,2,1,0,54628.11,0
6360,b'MTU3Mzk5NzI=',b'SHVnaGVz',650,Germany,b'RmVtYWxl',45,9,152367.21,3,1,0,150835.21,1
6361,b'MTU2NjE1OTE=',b'UGFuaWN1Y2Np',413,Germany,b'TWFsZQ==',39,1,130969.77,2,1,1,158891.79,0
6362,b'MTU2NzU1ODU=',b'QnVybnM=',416,Germany,b'RmVtYWxl',25,0,97738.97,2,1,1,160523.33,0
6363,b'MTU4MTQ3NTA=',b'UmljY2k=',629,Spain,b'TWFsZQ==',34,8,0.0,2,1,1,180595.02,0
6364,b'MTU1OTM0NTQ=',b'TGFtYmVydA==',678,Spain,b'RmVtYWxl',40,4,113794.22,1,1,0,16618.76,0
6365,b'MTU2NjM0MjE=',b'RXNwb3NpdG8=',527,Spain,b'TWFsZQ==',28,6,128396.33,2,1,0,79919.97,0
6366,b'MTU1NzYxOTY=',b'QmVuc29u',743,Spain,b'RmVtYWxl',48,5,118207.69,2,0,0,186489.14,1
6367,b'MTU2NzczMjQ=',b'Qm90dHM=',683,Germany,b'TWFsZQ==',73,9,124730.26,1,1,1,51999.5,0
6368,b'MTU1Njg3NDI=',b'UGFya2Vz',536,France,b'RmVtYWxl',41,9,0.0,1,1,0,121299.14,0
6369,b'MTU2OTM3NjQ=',b'TWFp',663,Spain,b'TWFsZQ==',52,0,136298.65,1,1,0,144593.3,1
6370,b'MTU3MTQyNjA=',b'Q2FzdGlnbGlvbmU=',646,France,b'RmVtYWxl',38,2,0.0,2,0,0,178752.73,0
6371,b'MTU3OTgyMDA=',b'TWFubmE=',707,France,b'TWFsZQ==',35,2,0.0,3,1,1,94148.3,0
6372,b'MTU2NTY2Mjc=',b'TGlu',602,France,b'TWFsZQ==',34,5,0.0,2,1,1,77414.45,0
6373,b'MTU3OTExMTE=',b'Rmluaw==',635,France,b'RmVtYWxl',47,2,125724.95,2,1,0,63236.97,0
6374,b'MTU2MzgyNjk=',b'QmFyZXNp',597,France,b'TWFsZQ==',67,2,0.0,2,0,1,108645.85,0
6375,b'MTU4MDc0NzM=',b'TW9yZWhlYWQ=',503,France,b'TWFsZQ==',38,1,0.0,2,1,1,95153.24,0
6376,b'MTU3MDg1MzQ=',b'QWZhbWVmdW5h',524,Spain,b'RmVtYWxl',64,5,0.0,1,1,0,136079.64,1
6377,b'MTU2NDA2ODY=',b'R3JlY28=',700,France,b'TWFsZQ==',46,5,95872.86,1,1,0,98273.01,1
6378,b'MTU1ODg5MDQ=',b'QmFsYXNob3Zh',692,France,b'TWFsZQ==',33,9,0.0,1,1,0,113505.93,1
6379,b'MTU3Njg3NjM=',b'Qm9nZGFub3Y=',562,France,b'TWFsZQ==',37,2,0.0,1,0,1,52525.15,1
6380,b'MTU3NzA1NDM=',b'TG93ZQ==',679,France,b'TWFsZQ==',37,7,74260.03,1,1,0,194617.98,0
6381,b'MTU2NDIxNjI=',b'UG9uY2U=',603,Germany,b'TWFsZQ==',35,1,123407.69,1,1,0,152541.89,1
6382,b'MTU3MTQwNDY=',b'VHJldmlzYW5v',720,Spain,b'TWFsZQ==',33,3,123783.91,2,1,1,142903.44,0
6383,b'MTU1NzUwNjA=',b'R2FyZG5lcg==',797,France,b'TWFsZQ==',24,5,0.0,2,1,0,182257.61,0
6384,b'MTU4MTIwNDA=',b'TG9yZW56bw==',594,France,b'TWFsZQ==',36,6,153880.15,1,0,0,135431.72,0
6385,b'MTU4MTIwNzM=',b'UGFsbWVy',529,France,b'RmVtYWxl',31,7,0.0,2,1,1,175697.87,0
6386,b'MTU3MDY4MTA=',b'WnV5ZXZh',606,Germany,b'RmVtYWxl',32,1,106301.85,2,0,1,59061.25,0
6387,b'MTU1ODQwOTA=',b'SmVu',621,Spain,b'RmVtYWxl',40,7,0.0,2,0,1,131283.6,1
6388,b'MTU4MTA4MDc=',b'QWxla3NlZXZh',513,France,b'RmVtYWxl',43,9,0.0,2,1,0,152499.8,0
6389,b'MTU1ODIwMzM=',b'TWFuZnJpbg==',753,Germany,b'TWFsZQ==',44,3,138076.47,1,1,0,15523.09,1
6390,b'MTU2ODc2MDc=',b'Q2hpZW1lbmFt',605,France,b'RmVtYWxl',30,9,135422.31,1,0,1,186418.85,0
6391,b'MTU1ODg0MDY=',b'Q2hpZW1lbmFt',574,Spain,b'RmVtYWxl',37,7,0.0,2,1,0,32262.28,0
6392,b'MTU3ODQwOTk=',b'Q2xhcms=',726,France,b'RmVtYWxl',38,5,126875.62,1,1,0,128052.29,0
6393,b'MTU3MDEzNTI=',b'RmFudWNjaQ==',611,Spain,b'RmVtYWxl',28,3,96381.68,2,1,0,181419.29,0
6394,b'MTU3ODkzNzE=',b'Q2F0dGFuZW8=',593,Germany,b'RmVtYWxl',41,4,119703.1,2,1,1,109783.29,0
6395,b'MTU2MDI4NDU=',b'VWRpbmVzaQ==',466,Germany,b'TWFsZQ==',41,2,152102.18,2,1,0,181879.56,0
6396,b'MTU3MDc5MTg=',b'QmVudGxleQ==',741,Germany,b'RmVtYWxl',36,0,127675.39,2,1,0,74260.16,0
6397,b'MTU2MDI4MTI=',b'SG9sbWVz',684,Germany,b'RmVtYWxl',44,2,133776.86,2,0,1,49865.04,0
6398,b'MTU2NzU4ODg=',b'QXVzdGlu',550,Spain,b'RmVtYWxl',33,9,72788.03,1,1,1,103608.06,0
6399,b'MTU1OTE4MjI=',b'TWFja2Vuemll',593,Spain,b'TWFsZQ==',26,9,76226.9,1,1,0,167564.82,0
6400,b'MTU3Mzg1MDE=',b'Qm9vdGg=',601,Germany,b'TWFsZQ==',48,9,163630.76,1,0,1,41816.49,1
6401,b'MTU1ODU5MDc=',b'Q29sbGllcg==',676,Spain,b'RmVtYWxl',30,5,0.0,2,0,0,179066.58,0
6402,b'MTU1NzkwNDA=',b'SHM/',556,France,b'RmVtYWxl',46,10,0.0,2,0,0,109184.24,0
6403,b'MTU4MDQyMTE=',b'T2x1Y2h1a3d1',719,France,b'TWFsZQ==',36,3,155423.17,1,1,1,199841.32,0
6404,b'MTU3MzYxMjY=',b'U3VuZw==',850,Germany,b'TWFsZQ==',55,0,98710.89,1,1,1,83617.17,1
6405,b'MTU3NDUzOTk=',b'TWFyaW5v',649,Spain,b'RmVtYWxl',49,2,0.0,1,1,0,84863.85,1
6406,b'MTU3NjA3NDk=',b'Vmlub2dyYWRvdg==',509,Spain,b'TWFsZQ==',41,7,126683.8,1,0,1,114775.53,0
6407,b'MTU2MzcxMTg=',b'QnVybnM=',684,France,b'TWFsZQ==',33,4,140700.61,1,1,0,103557.93,0
6408,b'MTU2NTc4Mjk=',b'RmFudWNjaQ==',806,Germany,b'TWFsZQ==',30,8,168078.83,1,1,0,85028.36,1
6409,b'MTU3Mzg0OTc=',b'Q2h1a3d1amFtdWlrZQ==',729,Spain,b'TWFsZQ==',44,4,107726.93,2,1,0,153064.87,0
6410,b'MTU2OTA2OTU=',b'Rmx5bm4=',683,France,b'RmVtYWxl',33,9,0.0,2,1,1,38784.42,0
6411,b'MTU3NjIzNTE=',b'Q2hhbw==',689,Spain,b'RmVtYWxl',63,1,0.0,2,1,1,186526.12,0
6412,b'MTU3OTExNzI=',b'WWVo',672,Germany,b'RmVtYWxl',21,1,35741.69,1,1,0,28789.94,0
6413,b'MTU1OTg5ODI=',b'S2xlaW4=',602,Germany,b'RmVtYWxl',53,5,98268.84,1,0,1,45038.29,1
6414,b'MTU3MzQ3NjU=',b'TWFobW9vZA==',739,France,b'RmVtYWxl',20,4,133800.98,1,0,1,150245.81,0
6415,b'MTU2NDI5MTI=',b'VHU=',618,France,b'RmVtYWxl',21,2,125682.79,1,0,0,57762.0,0
6416,b'MTU3Njk1MTY=',b'U2hjaGVyYmFrb3Y=',674,France,b'RmVtYWxl',42,9,0.0,2,1,0,4292.72,0
6417,b'MTU3ODkzNzk=',b'WmV0dGljY2k=',762,France,b'TWFsZQ==',26,6,130428.78,1,1,0,173365.89,0
6418,b'MTU2OTUxMDM=',b'Q2Fycg==',790,Spain,b'TWFsZQ==',37,6,0.0,2,1,1,119484.01,0
6419,b'MTU4MDE5MjQ=',b'QnJvd25l',754,Spain,b'RmVtYWxl',27,8,0.0,2,0,0,121821.16,0
6420,b'MTU3Njc4MDQ=',b'RmVuZw==',729,France,b'TWFsZQ==',44,6,0.0,2,1,0,151733.43,0
6421,b'MTU3MTgwMzk=',b'RmVyZ3Vzb24=',606,Germany,b'RmVtYWxl',47,0,137138.2,2,0,1,53784.22,0
6422,b'MTU1Nzk5OTQ=',b'U2hhdw==',616,France,b'TWFsZQ==',23,8,73112.95,1,1,1,62733.05,0
6423,b'MTU1OTUwMzc=',b'UGFsZXJtbw==',772,France,b'TWFsZQ==',47,9,152347.01,1,0,1,17671.78,0
6424,b'MTU2MDA3MjA=',b'TW9vcmU=',652,Spain,b'TWFsZQ==',41,8,115144.68,1,1,0,188905.43,0
6425,b'MTU3ODI2MDg=',b'SHVhbmc=',743,France,b'TWFsZQ==',43,5,0.0,2,0,0,113079.19,1
6426,b'MTU1NjY4OTQ=',b'R3JheQ==',793,France,b'TWFsZQ==',39,3,137817.52,1,0,0,83997.79,0
6427,b'MTU3NDkxMjM=',b'U29rb2xvdmE=',743,Spain,b'TWFsZQ==',45,7,157332.26,1,1,0,125424.42,0
6428,b'MTU2Njg5NDM=',b'SGVuZGVyc29u',746,France,b'TWFsZQ==',37,2,0.0,2,1,0,143194.05,0
6429,b'MTU1Nzc0MjM=',b'TW9zbGV5',627,Germany,b'RmVtYWxl',39,5,124586.93,1,1,0,93132.61,1
6430,b'MTU2MjMxMDI=',b'Tm5hZW1la2E=',713,Spain,b'TWFsZQ==',38,6,116980.78,2,0,1,76038.38,0
6431,b'MTU3MjgwMTI=',b'RXZlcmV0dA==',678,Spain,b'RmVtYWxl',40,3,128398.38,1,1,0,168658.3,0
6432,b'MTU2ODMzNjM=',b'R29kZGFyZA==',540,Spain,b'TWFsZQ==',39,1,0.0,1,0,1,108419.41,0
6433,b'MTU2OTkzMzU=',b'S3Vv',615,Germany,b'RmVtYWxl',33,3,137657.25,2,1,1,171657.57,0
6434,b'MTU1NzQzNjk=',b'QmlhbmNoaQ==',415,Spain,b'TWFsZQ==',53,5,167259.44,1,1,1,22357.25,0
6435,b'MTU3MDMxNjc=',b'Um91c2U=',628,France,b'RmVtYWxl',45,8,0.0,2,1,0,193903.06,0
6436,b'MTU3NTQ4NzQ=',b'TndveWU=',700,France,b'TWFsZQ==',26,4,119009.57,1,1,0,141926.43,0
6437,b'MTU3MjMyMTY=',b'R3JlY28=',623,Germany,b'TWFsZQ==',33,2,80002.33,1,1,1,104079.62,0
6438,b'MTU3MjUwOTQ=',b'RmFuZw==',623,France,b'RmVtYWxl',37,4,140211.88,1,1,1,93832.33,0
6439,b'MTU2NDc5NzQ=',b'Q2hpZW1lbmFt',679,France,b'RmVtYWxl',44,3,118742.74,2,1,0,1568.91,0
6440,b'MTU1ODMzNzE=',b'QXJ0ZW1pZXY=',632,Spain,b'TWFsZQ==',37,1,138207.08,1,1,0,60778.11,1
6441,b'MTU3NzI1NTk=',b'QnVycm93cw==',790,France,b'RmVtYWxl',47,10,148636.21,1,0,1,16119.96,1
6442,b'MTU3MTEyNTE=',b'Q2hpenVva2U=',514,France,b'TWFsZQ==',45,1,178827.79,1,1,0,60375.18,0
6443,b'MTU3MTkyMTI=',b'VCdpZW4=',491,France,b'TWFsZQ==',33,5,83134.3,1,1,0,187946.55,0
6444,b'MTU3NjQ5Mjc=',b'Um9nb3Zh',753,France,b'TWFsZQ==',92,3,121513.31,1,0,1,195563.99,0
6445,b'MTU3MzE0MTI=',b'VHJldmlzYW5v',693,Germany,b'RmVtYWxl',37,6,95900.04,1,1,1,38196.24,0
6446,b'MTU3MTkxNzA=',b'U2FnZXNl',679,France,b'RmVtYWxl',30,1,112543.42,1,1,1,179435.21,0
6447,b'MTU1OTYwMTE=',b'QXJ0eW9tb3Zh',529,Spain,b'TWFsZQ==',34,9,0.0,1,1,1,93208.22,0
6448,b'MTU2MTQ4MzQ=',b'TG9uZw==',619,Spain,b'RmVtYWxl',31,3,141751.82,1,0,1,61531.86,0
6449,b'MTU2MDA1MTA=',b'SHN1ZWg=',680,Spain,b'RmVtYWxl',37,6,124140.57,2,1,0,92826.35,0
6450,b'MTU2MjU3MDY=',b'V2hpdGU=',693,Germany,b'TWFsZQ==',45,2,116546.59,2,0,0,23140.28,1
6451,b'MTU3ODE0MDk=',b'TGF6YXJldg==',834,France,b'RmVtYWxl',28,6,0.0,1,1,0,74287.53,0
6452,b'MTU3MjI1ODM=',b'QmVuamFtaW4=',636,Spain,b'RmVtYWxl',29,6,157576.47,2,1,1,101102.39,0
6453,b'MTU2NzcyNDM=',b'V2Fu',538,Spain,b'TWFsZQ==',43,5,0.0,2,1,0,126933.73,0
6454,b'MTU4MTUwNzA=',b'Um9tYW5v',566,Germany,b'RmVtYWxl',44,5,141428.99,2,0,0,68408.74,0
6455,b'MTU3MDU4OTk=',b'Q3JhaWc=',597,Spain,b'TWFsZQ==',35,0,127510.99,1,1,1,155356.34,0
6456,b'MTU3MDE1MjI=',b'WWVybW9sYXlldmE=',711,France,b'RmVtYWxl',29,9,0.0,2,0,1,3234.8,0
6457,b'MTU3NTU5Nzg=',b'VHNlbmc=',606,France,b'TWFsZQ==',31,10,0.0,2,1,0,195209.4,0
6458,b'MTU3MjIwOTA=',b'VHNlbmc=',615,Spain,b'TWFsZQ==',51,6,81818.49,1,1,1,169149.38,0
6459,b'MTU3ODM1MjY=',b'TGUgSHVudGU=',589,France,b'TWFsZQ==',36,1,100895.54,1,1,1,68075.14,0
6460,b'MTU2MzIxMjU=',b'Qmxha2U=',606,Germany,b'TWFsZQ==',45,5,63832.43,1,1,1,93707.8,0
6461,b'MTU2ODgzOTU=',b'TGFuZQ==',582,France,b'TWFsZQ==',29,4,0.0,2,0,0,156153.27,0
6462,b'MTU2NjY5NzU=',b'U3Bhcmtz',710,France,b'RmVtYWxl',36,4,116085.06,1,1,0,58601.61,0
6463,b'MTU2ODIyMTE=',b'VHU=',467,France,b'TWFsZQ==',57,1,0.0,2,1,1,114448.77,0
6464,b'MTU2Mzc0MTE=',b'VG9jaHVrd3U=',749,France,b'TWFsZQ==',30,1,0.0,2,0,1,126551.65,0
6465,b'MTU1OTE1MTI=',b'V2hpdHRha2Vy',564,Germany,b'RmVtYWxl',33,2,115761.51,1,0,1,112350.21,1
6466,b'MTU2MDY4NTU=',b'V2FuZw==',730,Spain,b'TWFsZQ==',26,6,0.0,2,1,1,185808.7,0
6467,b'MTU3NjM2ODM=',b'Tm9ydGhlcm4=',678,Germany,b'TWFsZQ==',32,4,139626.01,1,1,1,118235.52,1
6468,b'MTU2NDE3ODI=',b'SHVtcGhyaWVz',540,France,b'RmVtYWxl',31,7,0.0,1,0,1,183051.6,1
6469,b'MTU2NzcxODQ=',b'Q3JlbW9uZXNp',767,France,b'RmVtYWxl',35,6,115576.44,1,0,1,27922.45,0
6470,b'MTU3NzUwNDI=',b'S3U=',615,France,b'RmVtYWxl',23,4,0.0,2,1,0,196476.19,0
6471,b'MTU2MTY2MzA=',b'VG9iZW5uYQ==',583,Germany,b'RmVtYWxl',41,5,77647.6,1,1,0,190429.52,0
6472,b'MTU4MDAyMzM=',b'T2t3dWFkaWdibw==',850,France,b'RmVtYWxl',40,5,0.0,2,1,0,35034.15,0
6473,b'MTU1ODg0MTk=',b'Sm9obnN0b24=',651,Germany,b'RmVtYWxl',34,10,148962.46,1,1,0,66389.43,1
6474,b'MTU1OTU1NTc=',b'TGk=',798,France,b'TWFsZQ==',22,8,0.0,2,1,0,107615.43,0
6475,b'MTU2MjYxNDM=',b'VGFsYm90',695,France,b'TWFsZQ==',37,2,0.0,2,1,1,99692.65,0
6476,b'MTU1NjYwMzA=',b'VHU=',497,Germany,b'TWFsZQ==',41,5,80542.81,1,0,0,88729.22,1
